age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y,age_normalized
33,0,1,3,0,0,0,1,4,1,314,3,999,0,1,0,-0.6924442868963065
37,9,0,6,0,0,0,1,4,1,182,2,999,0,1,0,-0.2780105791873932
32,1,1,3,0,0,0,1,4,1,353,2,999,0,1,0,-0.7960527138235349
42,0,0,3,0,0,0,1,4,1,362,3,999,0,1,0,0.2400315554487485
34,1,1,1,0,0,0,1,4,1,75,7,999,0,1,0,-0.5888358599690782
35,0,1,3,0,0,0,1,4,1,142,2,999,0,1,0,-0.4852274330418498
47,1,1,2,0,0,0,1,4,1,146,3,999,0,1,0,0.7580736900848902
42,3,1,6,0,1,0,1,4,1,345,4,999,0,1,0,0.2400315554487485
57,4,1,6,0,0,0,1,4,1,103,3,999,0,1,0,1.7941579593571737
44,1,1,0,0,1,0,1,4,1,17,25,999,0,1,0,0.4472484093032052
49,4,1,3,0,1,0,1,4,1,26,18,999,0,1,0,0.965290543939347
30,1,1,2,0,0,0,1,4,1,141,6,999,0,1,0,-1.0032695676779917
41,1,1,2,0,0,0,1,4,1,14,20,999,0,1,0,0.1364231285215202
32,1,2,2,0,1,0,1,4,1,1009,5,999,0,1,0,-0.7960527138235349
39,2,1,3,0,1,0,1,4,1,440,3,999,0,1,0,-0.0707937253329365
36,1,0,6,0,0,0,1,4,1,323,2,999,0,1,0,-0.3816190061146215
30,9,2,5,0,1,0,1,4,1,80,3,999,0,1,0,-1.0032695676779917
40,1,1,2,0,0,0,1,4,1,154,3,999,0,1,0,0.0328147015942918
38,1,0,1,0,1,0,1,4,1,97,6,999,0,1,0,-0.1744021522601648
51,0,1,3,0,0,0,1,4,1,368,12,999,0,1,0,1.1725073977938036
55,4,1,6,0,1,0,1,4,1,303,5,999,0,1,0,1.586941105502717
36,0,1,6,0,1,0,1,4,1,375,2,999,0,1,0,-0.3816190061146215
54,9,1,3,0,0,0,1,4,1,77,5,999,0,1,0,1.4833326785754886
32,8,0,6,0,1,0,1,4,1,295,2,999,0,1,0,-0.7960527138235349
29,1,0,3,0,0,0,1,4,1,335,3,999,0,1,0,-1.10687799460522
52,2,2,0,0,0,0,1,4,3,69,4,999,0,1,0,1.276115824721032
55,0,2,6,0,0,0,1,4,3,143,2,999,0,1,0,1.586941105502717
41,9,1,6,0,1,0,1,4,3,153,4,999,0,1,0,0.1364231285215202
39,9,1,5,0,0,0,1,4,3,83,2,999,0,1,0,-0.0707937253329365
36,1,0,1,0,1,0,1,4,3,214,8,999,0,1,0,-0.3816190061146215
44,7,2,3,0,0,0,1,4,3,118,3,999,0,1,0,0.4472484093032052
37,0,1,3,0,0,0,1,4,3,638,16,999,0,1,0,-0.2780105791873932
36,9,1,5,0,0,0,1,4,3,78,10,999,0,1,0,-0.3816190061146215
34,7,1,3,0,0,1,1,4,3,222,3,999,0,1,0,-0.5888358599690782
50,9,1,5,0,1,0,1,4,3,78,5,999,0,1,0,1.0688989708665753
34,1,1,5,0,0,0,1,4,3,260,4,999,0,1,0,-0.5888358599690782
34,0,1,6,0,1,0,1,4,3,150,3,999,0,1,0,-0.5888358599690782
36,7,1,3,0,0,0,1,4,3,49,2,999,0,1,0,-0.3816190061146215
52,4,2,3,0,0,0,1,4,3,62,4,999,0,1,0,1.276115824721032
45,1,2,0,0,1,0,1,4,3,100,8,999,0,1,0,0.5508568362304336
37,1,1,3,0,0,0,1,4,3,138,3,999,0,1,0,-0.2780105791873932
38,1,2,3,0,0,0,1,4,3,329,13,999,0,1,0,-0.1744021522601648
37,1,0,2,0,0,0,1,4,3,338,7,999,0,1,0,-0.2780105791873932
37,1,1,2,0,1,0,1,4,3,331,4,999,0,1,0,-0.2780105791873932
30,9,2,3,0,1,1,1,4,3,131,2,999,0,1,0,-1.0032695676779917
48,7,2,1,0,1,0,1,4,3,319,8,999,0,1,0,0.8616821170121186
43,9,0,5,0,0,0,1,4,3,315,2,999,0,1,0,0.3436399823759768
31,7,1,3,0,0,0,1,4,3,37,6,999,0,1,0,-0.8996611407507632
32,9,0,6,0,1,0,1,4,3,45,2,999,0,1,0,-0.7960527138235349
35,1,1,2,0,0,0,1,4,3,33,2,999,0,1,0,-0.4852274330418498
37,1,0,3,0,0,0,1,4,3,117,3,999,0,1,0,-0.2780105791873932
29,1,1,2,0,0,0,1,4,3,170,2,999,0,1,0,-1.10687799460522
43,0,1,6,0,1,0,1,4,3,104,2,999,0,1,0,0.3436399823759768
31,0,2,3,0,1,1,1,4,3,287,4,999,0,1,0,-0.8996611407507632
37,9,0,6,0,1,1,1,4,3,43,1,999,0,1,0,-0.2780105791873932
54,7,1,6,0,0,0,1,4,3,345,2,999,0,1,0,1.4833326785754886
47,1,1,0,0,1,1,1,4,3,168,1,999,0,1,0,0.7580736900848902
39,1,1,2,0,0,1,1,4,3,110,1,999,0,1,0,-0.0707937253329365
59,5,0,3,0,0,0,1,4,3,193,1,999,0,1,0,2.0013748132116302
57,9,2,6,0,0,1,1,4,3,187,1,999,0,1,0,1.7941579593571737
46,0,0,6,0,1,0,1,4,3,198,1,999,0,1,0,0.654465263157662
42,1,2,3,0,0,0,1,4,3,256,1,999,0,1,0,0.2400315554487485
39,6,1,2,0,1,0,1,4,3,145,1,999,0,1,0,-0.0707937253329365
47,2,1,5,0,1,0,1,4,3,78,1,999,0,1,0,0.7580736900848902
50,0,1,3,0,1,0,1,4,3,285,1,999,0,1,0,1.0688989708665753
26,9,0,5,0,1,0,1,4,3,160,3,999,0,1,0,-1.417703275386905
50,0,1,3,0,0,0,1,4,3,442,1,999,0,1,0,1.0688989708665753
54,4,2,6,0,1,0,1,4,3,183,1,999,0,1,0,1.4833326785754886
46,3,1,0,0,0,1,1,4,3,166,1,999,0,1,0,0.654465263157662
34,0,1,3,0,0,0,1,4,3,83,1,999,0,1,0,-0.5888358599690782
43,1,1,2,0,1,0,1,4,3,128,1,999,0,1,0,0.3436399823759768
31,7,0,6,0,1,0,1,4,3,57,1,999,0,1,0,-0.8996611407507632
25,8,0,3,0,1,0,1,4,3,173,1,999,0,1,0,-1.5213117023141334
36,1,0,2,0,0,0,1,4,3,145,1,999,0,1,0,-0.3816190061146215
53,0,1,2,0,0,0,1,4,3,116,1,999,0,1,0,1.3797242516482604
55,9,1,6,0,0,0,1,4,3,126,1,999,0,1,0,1.586941105502717
51,1,1,0,0,1,0,1,4,3,83,1,999,0,1,0,1.1725073977938036
39,1,1,1,0,0,0,1,4,3,196,4,999,0,1,0,-0.0707937253329365
31,0,2,3,0,1,0,1,4,3,68,1,999,0,1,0,-0.8996611407507632
41,0,1,6,0,1,1,1,4,3,75,1,999,0,1,0,0.1364231285215202
38,1,0,0,0,0,0,1,4,3,123,1,999,0,1,0,-0.1744021522601648
28,1,0,2,0,0,0,1,4,3,138,1,999,0,1,0,-1.2104864215324482
44,9,1,1,0,1,0,1,4,3,98,4,999,0,1,0,0.4472484093032052
50,7,0,0,0,1,0,1,4,3,355,2,999,0,1,0,1.0688989708665753
47,7,2,3,0,0,0,1,4,3,115,1,999,0,1,0,0.7580736900848902
33,1,0,0,0,0,0,1,4,3,147,1,999,0,1,0,-0.6924442868963065
36,9,1,5,0,1,0,1,4,3,133,1,999,0,1,0,-0.3816190061146215
30,1,2,2,0,0,1,1,4,3,134,1,999,0,1,0,-1.0032695676779917
34,0,0,3,0,0,0,1,4,3,60,3,999,0,1,0,-0.5888358599690782
35,2,1,1,0,1,0,1,4,3,147,2,999,0,1,0,-0.4852274330418498
37,9,1,5,0,1,0,1,4,3,296,1,999,0,1,0,-0.2780105791873932
31,1,1,5,0,0,0,1,4,3,70,8,999,0,1,0,-0.8996611407507632
53,1,1,0,0,0,0,1,4,3,527,1,999,0,1,0,1.3797242516482604
49,1,1,2,0,0,1,1,4,3,156,2,999,0,1,0,0.965290543939347
47,7,1,3,0,1,0,1,4,3,187,1,999,0,1,0,0.7580736900848902
55,0,1,3,0,1,1,1,4,3,269,1,999,0,1,0,1.586941105502717
48,0,1,3,0,1,0,1,4,3,306,1,999,0,1,0,0.8616821170121186
29,0,0,6,0,0,0,1,4,3,71,1,999,0,1,0,-1.10687799460522
54,0,1,6,0,0,0,1,4,3,483,1,999,0,1,0,1.4833326785754886
53,7,1,6,0,1,0,1,4,3,382,5,999,0,1,0,1.3797242516482604
36,1,1,0,0,0,0,1,4,3,881,1,999,0,1,0,-0.3816190061146215
32,1,1,1,0,0,0,1,4,3,404,1,999,0,1,0,-0.7960527138235349
24,1,1,2,0,0,0,1,4,3,218,1,999,0,1,0,-1.6249201292413618
27,1,1,2,0,0,0,1,4,3,121,1,999,0,1,0,-1.3140948484596766
28,0,1,3,0,0,0,1,4,3,98,1,999,0,1,0,-1.2104864215324482
37,6,1,2,0,0,0,1,4,3,243,1,999,0,1,0,-0.2780105791873932
36,9,1,6,0,0,0,1,4,3,181,1,999,0,1,0,-0.3816190061146215
40,0,0,6,0,0,0,1,4,3,99,1,999,0,1,0,0.0328147015942918
27,6,0,6,0,0,0,1,4,3,139,3,999,0,1,0,-1.3140948484596766
25,1,1,2,0,0,0,1,4,3,71,1,999,0,1,0,-1.5213117023141334
42,7,1,3,0,0,1,1,4,3,214,3,999,0,1,0,0.2400315554487485
36,7,2,6,0,0,0,1,4,3,198,1,999,0,1,0,-0.3816190061146215
39,10,1,6,0,0,0,1,4,3,132,2,999,0,1,0,-0.0707937253329365
32,6,1,5,0,0,0,1,4,3,129,1,999,0,1,0,-0.7960527138235349
30,9,1,3,0,0,0,1,4,3,491,1,999,0,1,0,-1.0032695676779917
32,1,1,0,0,0,0,1,4,3,135,1,999,0,1,0,-0.7960527138235349
34,0,1,6,0,1,1,1,4,3,72,1,999,0,1,0,-0.5888358599690782
30,1,0,0,0,0,0,1,4,3,285,1,999,0,1,0,-1.0032695676779917
50,4,0,6,0,0,0,1,4,3,255,1,999,0,1,0,1.0688989708665753
54,1,1,2,0,0,0,1,4,3,72,1,999,0,1,0,1.4833326785754886
47,3,0,0,0,0,0,1,4,3,241,1,999,0,1,0,0.7580736900848902
32,6,1,5,0,0,1,1,4,3,705,1,999,0,1,0,-0.7960527138235349
56,9,1,5,0,0,0,1,4,3,134,1,999,0,1,0,1.690549532429945
30,0,0,3,0,1,0,1,4,3,483,1,999,0,1,0,-1.0032695676779917
34,0,0,3,0,0,0,1,4,3,423,1,999,0,1,0,-0.5888358599690782
38,0,1,6,0,1,0,1,4,3,43,9,999,0,1,0,-0.1744021522601648
49,0,2,6,0,1,0,1,4,3,23,3,999,0,1,0,0.965290543939347
35,9,0,6,0,0,0,1,4,3,48,2,999,0,1,0,-0.4852274330418498
45,1,0,0,0,0,0,1,4,3,254,1,999,0,1,0,0.5508568362304336
32,10,0,3,0,0,0,1,4,3,34,11,999,0,1,0,-0.7960527138235349
47,1,1,1,0,1,0,1,4,3,388,9,999,0,1,0,0.7580736900848902
36,9,1,6,0,0,0,1,4,3,107,4,999,0,1,0,-0.3816190061146215
50,4,1,3,0,1,0,1,4,3,135,1,999,0,1,0,1.0688989708665753
50,9,1,5,0,1,1,1,4,3,61,1,999,0,1,0,1.0688989708665753
25,9,1,3,0,0,0,1,4,3,157,5,999,0,1,0,-1.5213117023141334
37,1,0,1,0,1,0,1,4,3,82,2,999,0,1,0,-0.2780105791873932
31,1,1,1,0,1,1,1,4,3,105,1,999,0,1,0,-0.8996611407507632
38,0,0,2,0,0,0,1,4,3,98,1,999,0,1,0,-0.1744021522601648
45,9,1,6,0,1,0,1,4,3,189,1,999,0,1,0,0.5508568362304336
36,10,1,3,0,1,0,1,4,3,652,2,999,0,1,0,-0.3816190061146215
38,9,0,6,0,0,0,1,4,3,206,1,999,0,1,0,-0.1744021522601648
36,1,1,2,0,1,0,1,4,3,174,1,999,0,1,0,-0.3816190061146215
36,1,1,2,0,1,0,1,4,3,30,3,999,0,1,0,-0.3816190061146215
53,4,1,6,0,0,0,1,4,3,68,1,999,0,1,0,1.3797242516482604
45,0,1,3,0,1,0,1,4,3,174,2,999,0,1,0,0.5508568362304336
34,4,1,6,0,1,0,1,4,3,150,2,999,0,1,0,-0.5888358599690782
47,1,1,2,0,1,0,1,4,3,123,1,999,0,1,0,0.7580736900848902
49,1,1,2,0,0,1,1,4,3,64,1,999,0,1,0,0.965290543939347
31,9,0,6,0,0,0,1,4,3,91,2,999,0,1,0,-0.8996611407507632
38,4,1,3,0,1,0,1,4,3,77,1,999,0,1,0,-0.1744021522601648
57,5,0,5,0,0,1,1,4,3,78,1,999,0,1,0,1.7941579593571737
49,1,1,2,0,1,0,1,4,3,79,31,999,0,1,0,0.965290543939347
51,1,1,0,0,1,0,1,4,3,85,1,999,0,1,0,1.1725073977938036
39,0,2,3,0,0,0,1,4,3,139,1,999,0,1,0,-0.0707937253329365
54,4,1,6,0,1,0,1,4,3,89,1,999,0,1,0,1.4833326785754886
52,7,1,3,0,1,0,1,4,3,168,2,999,0,1,0,1.276115824721032
46,1,1,6,0,1,1,1,4,3,436,5,999,0,1,0,0.654465263157662
41,9,1,6,0,0,0,1,4,3,88,2,999,0,1,0,0.1364231285215202
40,0,1,3,0,1,0,1,4,3,43,6,999,0,1,0,0.0328147015942918
38,1,1,2,0,1,0,1,4,3,156,4,999,0,1,0,-0.1744021522601648
37,1,1,3,0,1,0,1,4,3,171,1,999,0,1,0,-0.2780105791873932
31,7,1,3,0,1,0,1,4,3,157,1,999,0,1,0,-0.8996611407507632
48,1,1,1,0,1,0,1,4,3,130,1,999,0,1,0,0.8616821170121186
44,9,2,5,0,0,1,1,4,3,50,2,999,0,1,0,0.4472484093032052
36,9,0,6,0,1,0,1,4,3,49,1,999,0,1,0,-0.3816190061146215
32,6,1,2,0,1,0,1,4,3,120,1,999,0,1,0,-0.7960527138235349
27,2,0,6,0,0,0,1,4,3,259,3,999,0,1,0,-1.3140948484596766
35,1,1,2,0,1,0,1,4,3,79,1,999,0,1,0,-0.4852274330418498
33,1,1,2,0,0,1,1,4,3,321,1,999,0,1,0,-0.6924442868963065
37,9,1,5,0,1,1,1,4,3,192,1,999,0,1,0,-0.2780105791873932
36,9,1,3,0,0,0,1,4,3,128,1,999,0,1,0,-0.3816190061146215
39,1,1,1,0,1,0,1,4,3,108,1,999,0,1,0,-0.0707937253329365
33,2,1,6,0,1,0,1,4,3,187,2,999,0,1,0,-0.6924442868963065
45,0,1,6,0,0,0,1,4,3,164,4,999,0,1,0,0.5508568362304336
30,1,1,1,0,0,0,1,4,3,67,1,999,0,1,0,-1.0032695676779917
44,9,0,6,0,1,0,1,4,3,445,2,999,0,1,0,0.4472484093032052
42,1,1,2,0,0,0,1,4,3,41,1,999,0,1,0,0.2400315554487485
32,4,0,6,0,1,0,1,4,3,344,2,999,0,1,0,-0.7960527138235349
37,0,1,3,0,1,0,1,4,3,167,1,999,0,1,0,-0.2780105791873932
39,10,1,2,0,1,0,1,4,3,605,5,999,0,1,0,-0.0707937253329365
42,1,2,3,0,1,0,1,4,3,226,1,999,0,1,0,0.2400315554487485
30,9,0,6,0,0,0,1,4,3,179,2,999,0,1,0,-1.0032695676779917
33,10,2,5,0,1,0,1,4,3,353,1,999,0,1,0,-0.6924442868963065
39,1,1,2,0,1,0,1,4,3,34,2,999,0,1,0,-0.0707937253329365
43,9,1,5,0,0,0,1,4,3,161,1,999,0,1,0,0.3436399823759768
56,3,2,0,0,1,0,1,4,3,77,5,999,0,1,0,1.690549532429945
38,0,1,6,0,0,1,1,4,3,346,2,999,0,1,0,-0.1744021522601648
44,0,2,3,0,0,0,1,4,3,81,2,999,0,1,0,0.4472484093032052
36,4,1,6,0,1,0,1,4,3,269,1,999,0,1,0,-0.3816190061146215
41,7,1,3,0,1,1,1,4,3,31,1,999,0,1,0,0.1364231285215202
39,8,0,6,0,1,0,1,4,3,367,1,999,0,1,0,-0.0707937253329365
32,9,1,5,0,1,0,1,4,3,229,1,999,0,1,0,-0.7960527138235349
49,0,0,6,0,1,0,1,4,3,479,1,999,0,1,0,0.965290543939347
47,0,1,6,0,0,1,1,4,3,24,1,999,0,1,0,0.7580736900848902
33,1,1,2,0,0,1,1,4,3,16,3,999,0,1,0,-0.6924442868963065
47,9,1,5,0,0,0,1,4,3,88,2,999,0,1,0,0.7580736900848902
37,1,1,1,0,0,0,1,4,3,714,2,999,0,1,0,-0.2780105791873932
45,0,2,6,0,1,0,1,4,3,205,1,999,0,1,0,0.5508568362304336
38,1,1,5,0,0,0,1,4,3,291,1,999,0,1,0,-0.1744021522601648
57,3,1,1,0,0,0,1,4,3,986,1,999,0,1,0,1.7941579593571737
57,6,1,6,0,1,0,1,4,3,279,1,999,0,1,0,1.7941579593571737
31,0,1,3,0,1,0,1,4,3,166,2,999,0,1,0,-0.8996611407507632
35,1,1,1,0,0,0,1,4,3,92,1,999,0,1,0,-0.4852274330418498
58,5,1,0,0,1,0,1,4,3,254,1,999,0,1,0,1.897766386284402
57,4,2,6,0,1,1,1,4,3,236,2,999,0,1,0,1.7941579593571737
30,9,0,5,0,0,0,1,4,3,19,4,999,0,1,0,-1.0032695676779917
50,0,1,6,0,1,0,1,4,3,93,2,999,0,1,0,1.0688989708665753
43,10,1,2,0,1,0,1,4,3,200,4,999,0,1,0,0.3436399823759768
33,9,1,6,0,0,0,1,4,3,176,3,999,0,1,0,-0.6924442868963065
32,0,0,6,0,1,0,1,4,3,1162,2,999,0,1,0,-0.7960527138235349
30,6,0,6,0,0,1,1,4,3,74,6,999,0,1,0,-1.0032695676779917
50,7,2,3,0,0,0,1,4,3,291,2,999,0,1,0,1.0688989708665753
27,3,1,2,0,1,0,1,4,3,614,4,999,0,1,0,-1.3140948484596766
35,7,0,3,0,1,0,1,4,3,437,2,999,0,1,0,-0.4852274330418498
22,8,0,3,0,1,0,1,4,3,1199,2,999,0,1,0,-1.8321369830958183
50,1,1,0,0,0,0,1,4,3,209,3,999,0,1,0,1.0688989708665753
37,9,1,3,0,1,0,1,4,3,115,2,999,0,1,0,-0.2780105791873932
25,10,0,3,0,1,0,1,4,3,292,3,999,0,1,0,-1.5213117023141334
40,0,1,6,0,1,0,1,4,3,370,2,999,0,1,0,0.0328147015942918
57,4,1,6,0,1,0,1,4,3,412,7,999,0,1,0,1.7941579593571737
50,1,2,2,0,0,0,1,4,3,108,6,999,0,1,0,1.0688989708665753
43,0,0,3,0,0,1,1,4,3,495,2,999,0,1,0,0.3436399823759768
60,6,1,5,0,0,0,1,4,3,247,5,999,0,1,0,2.104983240138859
44,9,1,5,0,1,0,1,4,3,57,2,999,0,1,0,0.4472484093032052
55,5,1,5,0,0,1,1,4,3,107,4,999,0,1,0,1.586941105502717
45,1,1,1,0,0,0,1,4,3,171,4,999,0,1,0,0.5508568362304336
33,9,0,5,0,1,0,1,4,3,66,4,999,0,1,0,-0.6924442868963065
56,10,2,6,0,1,0,1,4,3,447,3,999,0,1,0,1.690549532429945
54,9,1,5,0,1,0,1,4,3,167,2,999,0,1,0,1.4833326785754886
53,1,1,2,0,0,1,1,4,3,668,8,999,0,1,0,1.3797242516482604
41,0,2,3,0,1,0,1,4,3,204,2,999,0,1,0,0.1364231285215202
28,8,0,3,0,0,0,1,4,3,256,9,999,0,1,0,-1.2104864215324482
27,7,0,3,0,1,0,1,4,3,170,2,999,0,1,0,-1.3140948484596766
28,9,0,5,0,0,1,1,4,3,63,2,999,0,1,0,-1.2104864215324482
40,9,1,2,0,1,0,1,4,3,168,2,999,0,1,0,0.0328147015942918
59,1,1,1,0,1,0,1,4,3,133,2,999,0,1,0,2.0013748132116302
41,7,1,3,0,1,0,1,4,3,153,3,999,0,1,0,0.1364231285215202
32,1,1,2,0,1,1,1,4,3,118,3,999,0,1,0,-0.7960527138235349
35,9,1,5,0,1,0,1,4,3,117,3,999,0,1,0,-0.4852274330418498
52,9,1,3,0,0,0,1,4,3,572,2,999,0,1,0,1.276115824721032
38,0,0,6,0,0,0,1,4,3,681,2,999,0,1,0,-0.1744021522601648
47,9,1,5,0,1,0,1,4,3,59,6,999,0,1,0,0.7580736900848902
37,7,2,3,0,1,0,1,4,3,42,4,999,0,1,0,-0.2780105791873932
32,6,1,2,0,1,1,1,4,3,408,2,999,0,1,0,-0.7960527138235349
48,1,1,6,0,1,1,1,4,3,127,2,999,0,1,0,0.8616821170121186
39,1,1,3,0,1,1,1,4,3,314,2,999,0,1,0,-0.0707937253329365
33,0,1,6,0,0,1,1,4,3,277,2,999,0,1,0,-0.6924442868963065
36,2,0,6,0,0,0,1,4,3,140,2,999,0,1,0,-0.3816190061146215
50,2,1,6,0,0,0,1,4,3,424,2,999,0,1,0,1.0688989708665753
37,0,0,3,0,1,1,1,4,3,159,3,999,0,1,0,-0.2780105791873932
57,6,1,6,0,0,0,1,4,3,187,7,999,0,1,0,1.7941579593571737
36,1,1,5,0,1,1,1,4,3,102,3,999,0,1,0,-0.3816190061146215
33,0,1,3,0,0,0,1,4,3,96,2,999,0,1,0,-0.6924442868963065
50,0,1,3,0,1,0,1,4,3,167,2,999,0,1,0,1.0688989708665753
29,7,1,3,0,0,0,1,4,3,200,2,999,0,1,0,-1.10687799460522
46,7,1,5,0,0,0,1,4,3,75,3,999,0,1,0,0.654465263157662
22,7,0,0,0,1,0,1,4,3,249,2,999,0,1,0,-1.8321369830958183
50,0,1,3,0,1,0,1,4,3,85,5,999,0,1,0,1.0688989708665753
45,4,1,6,0,1,0,1,4,3,134,7,999,0,1,0,0.5508568362304336
47,0,1,6,0,1,0,1,4,3,50,2,999,0,1,0,0.7580736900848902
37,9,1,6,0,1,0,1,4,3,173,2,999,0,1,0,-0.2780105791873932
42,6,1,6,0,1,0,1,4,3,60,3,999,0,1,0,0.2400315554487485
39,10,1,5,0,0,0,1,4,3,320,4,999,0,1,0,-0.0707937253329365
37,9,1,5,0,0,0,1,4,3,854,3,999,0,1,0,-0.2780105791873932
51,7,1,3,0,0,0,1,4,3,236,2,999,0,1,0,1.1725073977938036
55,9,1,2,0,1,0,1,4,3,183,2,999,0,1,0,1.586941105502717
28,0,1,3,0,1,0,1,4,3,185,3,999,0,1,0,-1.2104864215324482
43,9,1,5,0,1,0,1,4,3,41,2,999,0,1,0,0.3436399823759768
40,7,1,1,0,0,1,1,4,3,39,3,999,0,1,0,0.0328147015942918
32,7,1,2,0,0,0,1,4,3,138,3,999,0,1,0,-0.7960527138235349
43,0,1,6,0,1,0,1,4,3,411,6,999,0,1,0,0.3436399823759768
56,5,1,0,0,0,0,1,4,3,394,3,999,0,1,0,1.690549532429945
26,1,1,2,0,1,0,1,4,3,209,3,999,0,1,0,-1.417703275386905
26,0,1,3,0,1,0,1,4,3,266,2,999,0,1,0,-1.417703275386905
36,6,1,6,0,1,0,1,4,3,134,7,999,0,1,0,-0.3816190061146215
38,0,1,6,0,0,0,1,4,3,311,2,999,0,1,0,-0.1744021522601648
47,1,1,6,0,0,0,1,4,3,705,5,999,0,1,0,0.7580736900848902
28,1,1,1,0,1,0,1,4,3,89,2,999,0,1,0,-1.2104864215324482
39,0,1,3,0,0,0,1,4,3,93,6,999,0,1,0,-0.0707937253329365
50,4,1,0,0,0,0,1,4,3,847,3,999,0,1,0,1.0688989708665753
40,0,1,3,0,0,0,1,4,3,675,5,999,0,1,0,0.0328147015942918
50,3,2,0,0,1,1,1,4,3,273,27,999,0,1,0,1.0688989708665753
33,0,0,3,0,0,1,1,4,3,162,7,999,0,1,0,-0.6924442868963065
54,0,2,6,0,0,0,1,4,3,213,4,999,0,1,0,1.4833326785754886
29,0,0,6,0,0,0,1,4,3,641,6,999,0,1,0,-1.10687799460522
33,0,0,6,0,1,0,1,4,3,61,2,999,0,1,0,-0.6924442868963065
29,8,1,3,0,0,1,1,4,3,136,2,999,0,1,0,-1.10687799460522
27,9,0,3,0,0,0,1,4,3,187,2,999,0,1,0,-1.3140948484596766
57,1,1,0,0,0,0,1,4,3,332,5,999,0,1,0,1.7941579593571737
34,2,0,5,0,0,0,1,4,3,76,2,999,0,1,0,-0.5888358599690782
28,7,0,3,0,0,0,1,4,3,406,3,999,0,1,0,-1.2104864215324482
35,0,1,6,0,0,1,1,4,3,544,3,999,0,1,0,-0.4852274330418498
35,6,1,2,0,1,0,1,4,3,363,2,999,0,1,0,-0.4852274330418498
50,1,0,2,0,0,0,1,4,3,756,2,999,0,1,0,1.0688989708665753
45,1,1,1,0,1,0,1,4,3,117,2,999,0,1,0,0.5508568362304336
40,2,1,0,0,1,0,1,4,3,76,6,999,0,1,0,0.0328147015942918
41,4,1,1,0,0,1,1,4,3,271,2,999,0,1,0,0.1364231285215202
58,0,0,5,0,0,0,1,4,3,203,2,999,0,1,0,1.897766386284402
36,1,1,6,0,0,0,1,4,3,338,2,999,0,1,0,-0.3816190061146215
36,0,0,6,0,0,0,1,4,3,70,10,999,0,1,0,-0.3816190061146215
37,0,1,6,0,0,0,1,4,3,198,6,999,0,1,0,-0.2780105791873932
37,9,1,3,0,1,0,1,4,3,398,4,999,0,1,0,-0.2780105791873932
42,0,1,3,0,0,0,1,4,3,956,2,999,0,1,0,0.2400315554487485
54,9,1,5,0,1,1,1,4,3,76,4,999,0,1,0,1.4833326785754886
39,1,1,0,0,0,0,1,4,3,264,16,999,0,1,0,-0.0707937253329365
39,0,1,6,0,0,0,1,4,3,979,9,999,0,1,0,-0.0707937253329365
30,1,1,0,0,0,0,1,4,3,89,4,999,0,1,0,-1.0032695676779917
39,2,1,3,0,0,0,1,4,3,135,6,999,0,1,0,-0.0707937253329365
40,7,0,3,0,0,0,1,4,3,420,4,999,0,1,0,0.0328147015942918
37,9,0,3,0,0,0,1,4,3,548,3,999,0,1,0,-0.2780105791873932
52,10,1,3,0,1,0,1,4,3,235,2,999,0,1,0,1.276115824721032
56,0,1,6,0,1,0,1,4,3,87,2,999,0,1,0,1.690549532429945
43,1,1,1,0,1,0,1,4,3,169,4,999,0,1,0,0.3436399823759768
31,4,1,3,0,1,1,1,4,3,343,2,999,0,1,0,-0.8996611407507632
42,10,1,5,0,1,0,1,4,3,88,2,999,0,1,0,0.2400315554487485
26,0,0,0,0,1,1,1,4,3,68,6,999,0,1,0,-1.417703275386905
39,7,1,3,0,0,0,1,4,3,77,2,999,0,1,0,-0.0707937253329365
42,4,1,2,0,1,0,1,4,3,116,3,999,0,1,0,0.2400315554487485
44,7,0,3,0,0,0,1,4,3,363,3,999,0,1,0,0.4472484093032052
30,1,2,2,0,1,0,1,4,3,116,3,999,0,1,0,-1.0032695676779917
42,1,1,1,0,0,0,1,4,3,311,2,999,0,1,0,0.2400315554487485
45,0,1,6,0,1,1,1,4,3,138,5,999,0,1,0,0.5508568362304336
44,2,1,0,0,0,0,1,4,3,48,2,999,0,1,0,0.4472484093032052
44,1,1,3,0,0,0,1,4,3,390,2,999,0,1,0,0.4472484093032052
28,4,1,3,0,0,0,1,4,3,61,6,999,0,1,0,-1.2104864215324482
45,1,1,0,0,0,1,1,4,3,65,2,999,0,1,0,0.5508568362304336
35,10,2,0,0,1,1,1,4,3,637,3,999,0,1,0,-0.4852274330418498
37,9,0,6,0,1,0,1,4,3,117,3,999,0,1,0,-0.2780105791873932
24,0,0,6,0,1,0,1,4,3,128,21,999,0,1,0,-1.6249201292413618
30,9,1,6,0,0,0,1,4,3,130,6,999,0,1,0,-1.0032695676779917
43,1,1,1,0,1,1,1,4,3,193,3,999,0,1,0,0.3436399823759768
32,9,2,5,0,1,0,1,4,3,269,3,999,0,1,0,-0.7960527138235349
36,0,0,3,0,1,0,1,4,3,150,7,999,0,1,0,-0.3816190061146215
44,0,2,3,0,0,0,1,4,3,132,4,999,0,1,0,0.4472484093032052
46,1,2,1,0,1,0,1,4,3,1208,3,999,0,1,0,0.654465263157662
45,4,1,6,0,1,0,1,4,3,228,2,999,0,1,0,0.5508568362304336
